left_elbow_angle,right_elbow_angle,label,source
174.15768,156.21434,pullup_down,110
174.69846,153.96368,pullup_down,110
175.27167,155.40349,pullup_down,110
175.25322,154.60022,pullup_down,110
175.52022,161.57768,pullup_down,110
174.3122,156.14236,pullup_down,110
172.74985,156.08202,pullup_down,110
174.58769,155.51392,pullup_down,110
175.74094,155.97682,pullup_down,110
172.71642,157.26947,pullup_down,110
173.44212,159.38104,pullup_down,110
173.71864,160.15656,pullup_down,110
170.69037,159.56279,pullup_down,110
168.38974,158.82272,pullup_down,110
165.53485,159.41426,pullup_down,110
160.291,153.95497,pullup_down,110
158.7541,152.27802,pullup_down,110
157.20851,154.81175,pullup_down,110
155.93513,152.7987,pullup_down,110
152.53064,153.14487,pullup_down,110
150.39001,150.31627,pullup_down,110
109.00591,62.85943,pullup_up,111
100.50814,56.343403,pullup_up,111
113.65552,67.89641,pullup_up,111
129.18126,57.985195,pullup_up,111
129.24286,53.67836,pullup_up,111
128.6799,53.60031,pullup_up,111
125.16865,58.661022,pullup_up,111
128.7499,52.87266,pullup_up,111
132.21922,50.952168,pullup_up,111
135.71385,54.276066,pullup_up,111
127.765236,53.428356,pullup_up,111
119.84397,52.222412,pullup_up,111
112.92506,55.17874,pullup_up,111
119.768524,49.805096,pullup_up,111
112.90524,53.993298,pullup_up,111
117.85372,56.177864,pullup_up,111
115.69106,63.4247,pullup_up,111
125.15097,58.196877,pullup_up,111
100.43992,85.243744,pullup_up,111
168.2026,149.01132,pullup_down,111
136.9553,172.03564,pullup_down,111
161.02733,142.71103,pullup_down,111
4.7348685,144.48346,pullup_up,111
56.99248,96.50777,pullup_up,111
102.96138,83.971245,pullup_up,111
70.621216,114.8785,pullup_up,111
97.68606,77.95391,pullup_up,111
112.33896,77.24834,pullup_up,111
58.243225,82.869804,pullup_up,111
54.900337,83.84346,pullup_up,111
38.80893,79.155495,pullup_up,111
55.514526,69.6108,pullup_up,111
104.16039,82.970345,pullup_up,111
95.2281,71.346855,pullup_up,111
143.83006,159.45088,pullup_down,111
96.880615,86.06942,pullup_up,111
108.08844,81.68138,pullup_up,111
154.26485,147.25923,pullup_down,111
158.30154,146.72899,pullup_down,111
159.61754,154.95079,pullup_down,111
152.44852,148.28294,pullup_down,111
93.49106,65.60611,pullup_up,111
87.43186,79.55092,pullup_up,111
98.75549,80.369385,pullup_up,111
92.234436,95.18703,pullup_up,111
117.97378,68.62281,pullup_up,112
106.553444,74.78447,pullup_up,112
111.905495,52.79571,pullup_up,112
121.66364,33.60324,pullup_up,112
98.309265,69.07157,pullup_up,112
110.07519,55.01528,pullup_up,112
106.7564,68.73984,pullup_up,112
118.955,54.15458,pullup_up,112
103.35921,77.36736,pullup_up,112
150.6596,165.15901,pullup_down,112
168.54916,152.02759,pullup_down,112
101.60515,40.532722,pullup_up,112
100.51938,69.41837,pullup_up,112
116.46722,30.66378,pullup_up,112
119.86167,56.53912,pullup_up,112
99.07599,87.32964,pullup_up,112
59.656364,78.902626,pullup_up,112
71.81777,37.46567,pullup_up,112
125.934326,31.660507,pullup_up,112
161.081,149.97667,pullup_down,112
143.98819,166.995,pullup_down,112
65.49157,62.746395,pullup_up,112
56.8353,52.100655,pullup_up,112
4.7946477,50.722748,pullup_up,112
28.650661,53.866924,pullup_up,112
85.86346,73.18538,pullup_up,112
34.02026,39.25731,pullup_up,112
155.99272,158.14282,pullup_down,113
149.71754,159.77676,pullup_down,113
158.42892,163.6189,pullup_down,113
164.52336,154.37271,pullup_down,113
157.81578,156.55424,pullup_down,113
150.34825,156.15294,pullup_down,113
151.17339,164.46196,pullup_down,113
147.44232,165.13713,pullup_down,113
140.9794,163.80879,pullup_down,113
79.38478,104.44882,pullup_up,113
151.8341,150.31735,pullup_down,113
158.78561,158.08731,pullup_down,113
159.41557,155.81172,pullup_down,113
158.91603,156.31041,pullup_down,113
171.40842,167.11429,pullup_down,113
157.1872,156.26677,pullup_down,113
157.83575,151.79546,pullup_down,113
156.60884,151.63214,pullup_down,113
155.85095,159.29585,pullup_down,113
160.74509,161.07071,pullup_down,113
157.5404,161.98698,pullup_down,113
167.35608,163.53522,pullup_down,113
160.48888,161.10876,pullup_down,113
163.29823,166.80534,pullup_down,113
166.36357,172.74324,pullup_down,113
166.94478,173.3561,pullup_down,113
162.08678,166.46597,pullup_down,113
172.38327,167.72388,pullup_down,113
177.38042,173.84119,pullup_down,113
173.10738,173.3586,pullup_down,113
174.55896,173.61465,pullup_down,113
166.35855,162.87874,pullup_down,113
170.61487,169.02966,pullup_down,113
164.90996,163.4604,pullup_down,113
160.64445,156.70738,pullup_down,113
171.71922,163.93303,pullup_down,113
164.29462,165.16846,pullup_down,113
162.76271,158.08777,pullup_down,113
168.5887,167.32436,pullup_down,113
160.3898,162.44284,pullup_down,113
168.06288,163.894,pullup_down,113
167.65363,160.34969,pullup_down,113
161.82391,167.7096,pullup_down,113
164.63173,155.50647,pullup_down,113
159.60399,151.7383,pullup_down,113
165.95471,161.5579,pullup_down,113
162.32463,162.50919,pullup_down,113
159.53317,162.49536,pullup_down,113
152.92896,162.3344,pullup_down,113
150.9281,162.622,pullup_down,113
152.37296,159.56895,pullup_down,113
152.02522,151.27164,pullup_down,113
140.6481,164.2588,pullup_down,113
146.01056,165.55544,pullup_down,113
140.03027,160.74051,pullup_down,113
150.93825,151.9412,pullup_down,113
157.39313,149.30771,pullup_down,113
166.88329,161.81522,pullup_down,113
157.05435,148.58403,pullup_down,113
164.77005,146.0952,pullup_down,113
163.45285,143.14883,pullup_down,113
168.62218,151.34662,pullup_down,113
167.91005,149.86249,pullup_down,113
162.1884,146.09749,pullup_down,113
168.69417,150.38559,pullup_down,113
162.11458,152.16934,pullup_down,113
171.47362,156.89351,pullup_down,113
150.05643,163.42186,pullup_down,114
148.0336,163.22318,pullup_down,114
143.70471,164.56291,pullup_down,114
144.53908,166.05226,pullup_down,114
147.02875,155.94191,pullup_down,114
146.8972,156.01033,pullup_down,114
145.47055,164.54262,pullup_down,114
147.05875,166.37294,pullup_down,114
140.76677,160.67693,pullup_down,114
143.24353,161.25444,pullup_down,114
141.23169,162.88469,pullup_down,114
142.47972,163.01636,pullup_down,114
148.18875,164.90186,pullup_down,114
145.6383,164.4483,pullup_down,114
146.94511,165.60759,pullup_down,114
146.9524,166.73006,pullup_down,114
146.83426,164.71437,pullup_down,114
148.93091,165.95702,pullup_down,114
144.15176,163.4358,pullup_down,114
144.18097,161.835,pullup_down,114
142.91142,165.76427,pullup_down,114
141.64893,164.99672,pullup_down,114
151.02547,159.87291,pullup_down,114
151.83357,160.33156,pullup_down,114
83.92831,87.52373,pullup_up,114
139.86101,162.64798,pullup_down,114
141.62627,166.4422,pullup_down,114
140.98633,164.7075,pullup_down,114
149.04031,156.39516,pullup_down,114
150.43062,156.9754,pullup_down,114
149.60393,159.80515,pullup_down,114
149.75253,156.74866,pullup_down,114
149.77983,156.58847,pullup_down,114
