left_arm_angle,right_arm_angle,leg_spread_angle,label,source
23.726274,21.154554,12.241439,jack_in,6
13.004174,14.161665,12.026917,jack_in,6
7.797848,8.401768,7.914552,jack_in,6
8.749204,22.317787,7.327773,jack_in,6
13.725059,14.371875,7.467896,jack_in,6
13.751661,14.247131,7.576808,jack_in,6
13.181166,13.6449585,7.505377,jack_in,6
17.287422,13.718796,10.675566,jack_in,6
31.196596,31.299295,17.561237,jack_in,6
29.865871,20.708805,13.53603,jack_in,6
10.392316,11.971542,10.563692,jack_in,6
5.961082,12.130632,7.4011474,jack_in,6
6.3177648,12.926928,7.40136,jack_in,6
8.4141,17.386335,8.1347,jack_in,6
12.584387,20.153038,10.454758,jack_in,6
12.254736,18.77024,9.702615,jack_in,6
22.104763,19.987654,12.366075,jack_in,6
16.587275,16.799185,13.620414,jack_in,7
16.159182,20.271475,14.794474,jack_in,7
15.471223,20.701164,11.693591,jack_in,7
18.513596,19.435472,13.774084,jack_in,7
14.137468,18.947948,13.437159,jack_in,7
19.447918,20.631115,12.599832,jack_in,7
21.077694,21.723677,13.089299,jack_in,7
20.635098,18.585072,13.634126,jack_in,7
28.44787,25.820036,16.047718,jack_in,7
39.10334,29.699043,18.02245,jack_in,7
38.403122,29.741537,16.586315,jack_in,7
29.05108,24.867048,15.045998,jack_in,7
18.825733,15.157859,14.045523,jack_in,7
23.581501,24.910398,12.309016,jack_in,7
27.367556,20.700758,16.942827,jack_in,7
20.545467,21.196718,12.879656,jack_in,7
13.607617,17.880075,11.270821,jack_in,7
12.839515,15.998688,13.6243,jack_in,7
21.156107,24.624775,11.803332,jack_in,7
31.55118,23.157936,15.627906,jack_in,7
25.861366,22.329638,12.809034,jack_in,7
34.701687,28.09896,16.150503,jack_in,7
22.035095,23.019987,13.620414,jack_in,7
15.548324,19.406416,13.004615,jack_in,7
12.079692,16.666582,10.276936,jack_in,7
16.674213,19.810278,11.632048,jack_in,7
23.183308,22.973927,17.3248,jack_in,7
32.074295,24.870111,16.294128,jack_in,7
38.94778,28.227285,15.74321,jack_in,7
23.71489,21.229443,13.120313,jack_in,7
16.675201,18.082136,13.000152,jack_in,7
15.217654,22.192493,13.250447,jack_in,7
8.69486,13.100213,14.534495,jack_in,7
16.085009,22.72645,11.177815,jack_in,7
19.971052,23.288774,16.554499,jack_in,7
21.733124,18.960629,15.548477,jack_in,7
28.866686,25.723257,19.175127,jack_in,7
36.53032,33.189877,15.919766,jack_in,7
27.430738,27.565746,14.606931,jack_in,7
24.414663,25.025648,13.254351,jack_in,7
19.15355,24.673506,12.949821,jack_in,7
21.37115,25.539461,12.968354,jack_in,7
14.294222,19.887957,13.243682,jack_in,7
17.990875,19.553385,13.574482,jack_in,7
22.388386,21.466816,12.947458,jack_in,7
19.074528,19.4036,13.616527,jack_in,7
39.66581,26.770147,18.537716,jack_in,7
34.870724,28.703537,19.692415,jack_in,7
35.923664,33.21004,13.783906,jack_in,7
41.869827,27.478737,16.934927,jack_in,7
32.70304,26.777678,12.690687,jack_in,7
22.569109,23.24567,13.248331,jack_in,7
28.483294,27.28824,14.834264,jack_in,7
20.777737,26.278574,14.942285,jack_in,7
21.994234,25.953888,24.60353,jack_in,7
23.055756,28.79945,24.795918,jack_in,7
28.663095,28.067577,18.536222,jack_in,7
22.411606,21.372189,13.943124,jack_in,7
41.5328,27.272474,15.451559,jack_in,7
152.74184,175.61385,84.50846,jack_out,8
151.94809,156.27039,67.07135,jack_out,8
156.53204,163.10478,63.319393,jack_out,8
132.62776,152.94432,59.328598,jack_out,8
155.41074,111.07556,61.395966,jack_out,8
20.467703,9.287111,16.253424,jack_in,8
27.733835,20.820824,24.64968,jack_in,8
142.42734,134.95668,97.65282,jack_out,8
174.4124,145.21098,86.91631,jack_out,8
153.37695,160.45792,57.378353,jack_out,8
139.17848,127.04706,68.965385,jack_out,8
172.47542,151.03452,77.37989,jack_out,8
174.70352,136.6517,76.65559,jack_out,8
156.52101,163.94719,76.545105,jack_out,8
137.18906,139.5643,79.364624,jack_out,8
26.443895,9.476871,23.953873,jack_in,8
22.117828,13.3772135,18.101744,jack_in,8
144.58945,135.62039,86.115715,jack_out,8
148.25322,142.44333,66.97441,jack_out,8
170.29854,164.11342,64.737434,jack_out,8
146.66042,157.19438,68.53137,jack_out,8
162.83714,146.65201,88.7169,jack_out,8
161.67361,160.26065,79.32248,jack_out,8
137.69362,151.55138,66.24241,jack_out,8
32.058826,14.894369,16.029747,jack_in,8
